,Country Name,Year,LowerSecondaryAttainment,UpperSecondaryAttainment,BachelorsAttainment,MastersAttainment,DoctoralAttainment,GDP_Millions,%_expenditure_gdp
289,Bahrain,2017,72.34710693,56.53815842,14.33981037,1.279010057,0.2325499952,35473776595.74,2.327810049
290,Chile,2017,79.60485077,59.23115158,14.64373016,1.514879942,,277034675515.67,5.41945982
291,Czech Republic,2017,99.94582367,91.14514923,20.91316986,16.29821968,0.6176900268,218628940951.68,3.854020119
292,Ecuador,2017,52.85947037,43.53438187,12.16327,1.270370007,,104295862000.0,
293,Finland,2017,,75.52355957,24.33614922,11.90635014,1.143659949,255016517537.98,6.376210212999999
294,France,2017,84.21479797,70.07549286,18.00167084,9.495699883,0.8363800049,2588740901639.81,5.451600075
295,Georgia,2017,97.52117157,92.49629974,34.01821899,27.14703941,0.5120000243,16242916915.72,3.574429989
296,Kuwait,2017,56.08047104,30.60306931,10.66724968,0.4223699868,,120707435412.36,
297,Lithuania,2017,95.60077667,87.30721283,34.53947067,13.35216999,0.6245200038000001,47640770634.43,3.812829971
298,Mexico,2017,61.1710701,34.10905075,15.37425995,1.442819953,0.07681000232999999,1158913035796.37,4.522819996
299,Norway,2017,99.24034119,78.22413635,28.0698204,10.86816025,1.016680002,398393955268.99,7.911980152000001
300,Pakistan,2017,36.43153,27.25329018,,1.836509943,0.4930399954,304567253219.1,2.89951992
301,Portugal,2017,55.18072128,37.6235199,19.24945068,14.22251034,0.5658900142000001,220811110492.15,5.015610218
302,Qatar,2017,68.00855255,41.30080032,19.0258007,1.462280035,0.4399099946,161099122215.31,2.86383009
303,Singapore,2017,80.00772858,71.39945984,30.70517921,,,343337750742.27,
304,Serbia,2017,89.79981995,71.63609314,14.89723969,2.175390005,0.3932299912,44179055279.89,3.715090036
305,Slovak Republic,2017,99.28050232,87.07161713,20.68239021,18.56652069,0.6317499876,95209466459.44,3.939130068
306,Slovenia,2017,97.77278137,82.5606308,20.68120956,15.32231045,2.7557199,48466592281.62,4.783239841
307,Sweden,2017,91.06703186,76.14595032,23.93692017,11.31976986,1.244910002,541018749769.1,7.568830012999999
308,Turkey,2017,60.89331818,39.02669907,,2.263339996,0.4227199852,858996263095.86,
309,Uruguay,2017,56.03147888,30.01844025,11.33565044,1.909479976,,64233966861.25,4.840300083
310,Australia,2018,93.43907166,78.32575989,31.74933052,7.805580139,1.136630058,1432881172002.17,
311,Bangladesh,2018,43.64284134,30.54476929,9.361740112,4.017970085,0.1930499971,274038973437.28,
312,Bahrain,2018,79.93611908,64.92823029,21.60512924,1.420349956,0.2444700003,37652500000.0,
313,Bosnia and Herzegovina,2018,81.36289215,63.50653839,7.747650146000002,1.120710015,0.1905000061,20183510561.26,
314,Switzerland,2018,97.08525848,85.68177032,,19.96821022,2.934159994,735889205256.25,
315,Colombia,2018,54.44469833,49.77447891,11.75529957,3.574100018,,334198214706.21,4.457489967
316,Costa Rica,2018,54.55846024,39.65673065,21.30971909,2.822930098,0.3147499859,62335931464.5,6.978569984
317,Cyprus,2018,81.77329254,72.98143768,28.56159973,12.20835972,0.7553099990000001,25309818138.88,
318,Germany,2018,96.3322525,83.46130371,25.14987946,11.19859028,1.252959967,3961831911429.22,
319,Denmark,2018,93.80911255,79.27773285,32.35884094,12.72570992,0.7786399722,356879499797.9,
320,Greenland,2018,100.0,42.74016953,10.80074024,3.215029955,0.1287100017,3051626389.64,
321,Honduras,2018,31.18119049,23.06661987,9.582570076,,,24067778953.84,6.06746006
322,Indonesia,2018,50.91413879,34.60136032,9.374230385,0.6143000126,0.05017000063999999,1042271531011.99,
323,Kuwait,2018,55.93238831,31.19643021,11.11633015,0.4534200132,,138182400493.59,
324,Latvia,2018,100.0,90.30303192,30.02828026,14.60202026,1.107069969,34399206589.86,
325,Moldova,2018,97.28971863,75.23851776,20.12303925,1.113430023,0.1456899941,11456728401.31,5.439730167
326,Mexico,2018,63.23591995,35.65462875,16.01605988,1.512699962,0.0829700008,1222348807283.2,
327,Malta,2018,82.17867279,45.21572113,18.4249897,6.642739773,0.491809994,14864712990.16,
328,Netherlands,2018,90.36831665,71.10495758,31.09321022,11.72916985,0.6274300218,913597086062.6,
329,Portugal,2018,54.30302048,37.08358002,18.65402985,13.64159012,0.588530004,242194788533.54,
330,Paraguay,2018,50.11856079,39.38156891,13.02303982,6.959670067,0.05579999834,40225448340.63,
331,West Bank and Gaza,2018,64.24536896,42.60168839,19.08675957,1.701169968,0.2551400065,16276600000.0,
332,Singapore,2018,81.42356109999999,73.52378845,31.59559059,,,375981539145.91,
333,Uruguay,2018,56.83214188,30.44119072,11.47317982,2.081360102,,64515038268.14,5.047589779
334,United States,2018,96.02937317,89.80535889,34.99246979,13.05037975,2.032649994,20611860934000.0,
335,Uzbekistan,2018,99.90486908,96.14924622,16.30341911,,,50392607758.23,
336,Bangladesh,2019,44.68355179,31.33009911,9.760549545,4.261950016,0.205249995,302563398919.93,1.326320052
13,Australia,2019,,,,,,1396567014733.23,
14,Austria,2019,,,,,,445075391688.156,
15,Azerbaijan,2019,,,,,,48174235294.1176,
17,Belgium,2019,,,,,,533254518108.234,
20,Bangladesh,2019,,,,,,302563398919.928,
21,Bulgaria,2019,,,,,,68558815111.6199,
22,Bahrain,2019,,,,,,38474521276.5957,
24,Bosnia and Herzegovina,2019,,,,,,20202479537.5193,
37,Switzerland,2019,,,,,,731767398052.879,
39,Chile,2019,,,,,,279385487344.526,
45,Colombia,2019,,,,,,323429888934.257,
48,Costa Rica,2019,,,,,,63951114302.2599,
53,Cyprus,2019,,,,,,24949065263.6292,
54,Czech Republic,2019,,,,,,252498032247.163,
55,Germany,2019,,,,,,3888326788627.44,
58,Denmark,2019,,,,,,347561349210.979,
66,Ecuador,2019,,,,,,108108009000.0,
75,Finland,2019,,,,,,268782471380.392,
77,France,2019,,,,,,2728870246705.88,
82,Georgia,2019,,,,,,17477255562.2583,
91,Greenland,2019,,,,,,,
97,Honduras,2019,,,,,,25089976946.7736,
101,Hungary,2019,,,,,,163503650313.081,
106,Indonesia,2019,,,,,,1119091259074.62,
112,"Iran, Islamic Rep.",2019,,,,,,258245497664.39398,
127,Kuwait,2019,,,,,,136196760180.976,
143,Lithuania,2019,,,,,,54639938780.2352,
145,Latvia,2019,,,,,,34055464655.3254,
150,Moldova,2019,,,,,,11968699005.9801,
154,Mexico,2019,,,,,,1268870527160.03,
159,Malta,2019,,,,,,15215714309.0974,
176,Netherlands,2019,,,,,,910194347568.626,
177,Norway,2019,,,,,,405510000000.0,
184,Pakistan,2019,,,,,,278221906022.841,
194,Portugal,2019,,,,,,239510770948.274,
195,Paraguay,2019,,,,,,37906944074.6128,
196,West Bank and Gaza,2019,,,,,,17133500000.0,
200,Qatar,2019,,,,,,175837550996.185,
208,Singapore,2019,,,,,,374386306993.109,
214,Serbia,2019,,,,,,51475016532.1293,
221,Slovak Republic,2019,,,,,,105119160234.11699,
222,Slovenia,2019,,,,,,54178877605.9999,
223,Sweden,2019,,,,,,533879529188.454,
244,Turkey,2019,,,,,,761428183369.1709,
250,Uruguay,2019,,,,,,61231149880.5857,
251,United States,2019,,,,,,21433224697000.0,
252,Uzbekistan,2019,,,,,,57726542784.9204,
13,Australia,2019,,,,,,1396567014733.23,
14,Austria,2019,,,,,,445075391688.156,
15,Azerbaijan,2019,,,,,,48174235294.1176,
17,Belgium,2019,,,,,,533254518108.234,
20,Bangladesh,2019,,,,,,302563398919.928,
21,Bulgaria,2019,,,,,,68558815111.6199,
22,Bahrain,2019,,,,,,38474521276.5957,
24,Bosnia and Herzegovina,2019,,,,,,20202479537.5193,
37,Switzerland,2019,,,,,,731767398052.879,
39,Chile,2019,,,,,,279385487344.526,
45,Colombia,2019,,,,,,323429888934.257,
48,Costa Rica,2019,,,,,,63951114302.2599,
53,Cyprus,2019,,,,,,24949065263.6292,
54,Czech Republic,2019,,,,,,252498032247.163,
55,Germany,2019,,,,,,3888326788627.44,
58,Denmark,2019,,,,,,347561349210.979,
66,Ecuador,2019,,,,,,108108009000.0,
75,Finland,2019,,,,,,268782471380.392,
77,France,2019,,,,,,2728870246705.88,
82,Georgia,2019,,,,,,17477255562.2583,
91,Greenland,2019,,,,,,,
97,Honduras,2019,,,,,,25089976946.7736,
101,Hungary,2019,,,,,,163503650313.081,
106,Indonesia,2019,,,,,,1119091259074.62,
112,"Iran, Islamic Rep.",2019,,,,,,258245497664.39398,
127,Kuwait,2019,,,,,,136196760180.976,
143,Lithuania,2019,,,,,,54639938780.2352,
145,Latvia,2019,,,,,,34055464655.3254,
150,Moldova,2019,,,,,,11968699005.9801,
154,Mexico,2019,,,,,,1268870527160.03,
159,Malta,2019,,,,,,15215714309.0974,
176,Netherlands,2019,,,,,,910194347568.626,
177,Norway,2019,,,,,,405510000000.0,
184,Pakistan,2019,,,,,,278221906022.841,
194,Portugal,2019,,,,,,239510770948.274,
195,Paraguay,2019,,,,,,37906944074.6128,
196,West Bank and Gaza,2019,,,,,,17133500000.0,
200,Qatar,2019,,,,,,175837550996.185,
208,Singapore,2019,,,,,,374386306993.109,
214,Serbia,2019,,,,,,51475016532.1293,
221,Slovak Republic,2019,,,,,,105119160234.11699,
222,Slovenia,2019,,,,,,54178877605.9999,
223,Sweden,2019,,,,,,533879529188.454,
244,Turkey,2019,,,,,,761428183369.1709,
250,Uruguay,2019,,,,,,61231149880.5857,
251,United States,2019,,,,,,21433224697000.0,
252,Uzbekistan,2019,,,,,,57726542784.9204,
