Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1046332.22,1106297.05,1194518.73,1286713.40,1403824.81,1525224.57,1672966.28,1795895.38,1947967.06,2141876.41,2338904.87,2593220.31,3008225.16,3631999.24,4056157.57,4544828.27,4931701.51,5575613.16,6699543.01,7702798.68,8529692.43,8626038.60,8588187.25,8912666.88,9314263.46,9807882.09,11984015.07,13894911665053.70,15652599177129.80,16347923949949.60,18350033992484.60,19375760152113.20,20806448564406.20,20946888231803.80,22431285438898.20,24875341718315.30,24999232594060.00,24520554968206.90,24639497506377.30,25862526638965.80,26294186756224.70,26053316129150.40,27167091609749.00,30472518993901.80,33857505694163.80,35644199269793.40,37518685252839.40,40939860510089.00,43279118157071.10,40787055338218.20,42550729295926.40,45685931119833.10,45641024931446.80,46101860324218.20,47060942290187.00,44558051121128.20,45551709733193.20,47483868055092.80,50345397908613.20,50795259523739.90,49308104492761.50
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,176.53,215.66,220.98,259.59,242.94,254.04,296.61,325.84,431.25,555.34,690.32,732.29,793.19,1005.57,1215.03,1362.15,1279.97,1286.46,1335.90,1378.99,1507.23,2301.51,2543199148.39,2687472829.63,2636461517.11,3181206304.82,3267367609.90,3558215110.25,3694600399.89,3522272321.41,3982374845.93,3954696873.75,3567062511.87,3775160797.39,3797016068.70,3447543137.94,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,301.79,387.70,510.26,793.88,2401.40,2512.78,3284.30,3617.58,4052.00,5633.00,7829.09,8661.26,7596.70,6467.58,6704.40,6153.30,5053.02,5446428681.32,6038187032.97,6487912087.91,7360439423.08,6883516483.52,7646153983.52,7156593653.85,7374450769.23,8137911978.02,9059340384.62,11297802115.38,10255495027.47,12393131868.13,17759890109.89,17538461538.46,19363736263.74,23533791208.79,31734065934.07,44530494505.49,60882142857.14,79712087912.09,115270054945.06,97798351648.35,125122306346.15,167775268614.04,186833502362.13,198727642979.30,206224598564.62,161739955577.75,151732181857.11,161099122215.31,183334953813.21,175837550996.19,146373588866.51
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38413636363.64,40809523809.52,42105263157.89,38995454545.45,28998684210.53,25121666666.67,26362894736.84,30074440483.38,37435317265.13,36937074278.30,35574916294.64,41694118972.51,35952781582.21,37253259017.00,40394824679.12,46066101951.29,57806506024.10,74972669056.59,98452791982.70,122022997508.01,174585202805.23,214313628965.02,174103695930.21,166309355234.59,183326740143.02,170635805316.88,190801346194.30,199959363430.07,177729210874.50,188128818486.40,211695422578.66,241457403085.04,249696854574.20,248715551366.64
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,554713455149.50,506500173960.27,516814274021.96,517962962962.96,460290556900.73,435083713850.84,395077301248.46,395537185734.85,391724890744.50,404928954191.88,270955486862.44,195907128350.93,259710142196.94,306602070620.50,345470494417.86,430347770731.79,591016690742.80,764017107992.39,989930542278.70,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.90,1657328865709.99,1687448525466.61,1483497784867.60
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,119.00,122.00,125.00,128.00,130.00,148.80,124.53,159.56,172.20,188.70,219.90,222.95,246.46,290.75,308.46,571.86,637.75,746.65,905.71,1109.35,1254.77,1407.06,1407.24,1479.69,1587.41,1715.63,1944.71,2157434025.16,2395493877.51,2405021932.90,2550185618.15,1911600969.77,2029026704.03,1971525998.88,753636370.45,1293535010.94,1382334879.41,1851558301.70,1989343495.22,2155659412.61,2067528500.41,1965444514.90,1964779920.79,2137093489.32,2375281626.60,2932213574.71,3317951468.37,4068065928.64,5177015141.48,5671332137.80,6121234528.99,6881038269.62,7650300319.83,7815599502.66,8241332516.55,8539048447.78,8690485823.15,9253098954.28,9640280084.20,10355974217.37,10333991891.70
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,47170.70,50331.77,53721.52,60426.26,69179.49,74296.51,62475.12,68733.36,72039.82,79195.49,85737.28,91195.88,91680.53,104812.50,126972.25,135907.83,132647.81,153599.83,174773.66,195751.16,236032.17,250213.64,258869.18,274032.73,272757.83,296598.98,314128.09,348793922921.64,374789860688.18,378225287812.60,407187416126.76,362262604127.01,384733595737.26,381100185645.19,432324142458.40,479849581301.11,524970419712.20,550712123644.94,558424594165.82,598323918709.83,630429061929.23,645870273837.06,677627487567.09,791002717916.67,917089339402.25,1050585317863.97,1196088039743.31,1504193483987.56,1527472606190.11,1683456769133.31,2060781195903.17,2274545488716.22,2300183795624.87,2360023451695.20,2584551170321.86,2700207657238.33,2926348779932.11,3348219136908.60,3436884615713.16,3596914996945.22,3351519770520.79
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4187.78,4485.78,5377.27,7184.86,9664.07,14947.49,45412.97,46773.30,64005.62,74188.36,80265.73,111859.73,164541.66,184291.89,153238.99,129171.60,119624.92,103897.89,86962.01,85695941760.05,88256162068.97,95344352823.70,117630271802.48,132223268491.32,137087876662.22,132967901415.22,135174886488.65,143343036341.79,158662398744.99,165963557409.88,146775498080.00,161716960000.00,189514926213.33,184137469733.33,189605920240.00,215807655253.33,258742263040.00,328459700114.76,376900135727.64,415964583055.37,519796738640.00,429097899280.00,528207332640.00,671238840106.67,735974843360.00,746647127413.33,756350347333.33,654269902880.00,644935541440.00,688586244293.33,786521831573.33,792966838160.00,700117873249.27
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1307.33,1419.33,1541.67,1568.33,1611.33,1679.33,1723.00,1865.67,1947.33,2144.33,2437.67,2656.00,2882.00,3571.67,4595.00,5598.00,6979.33,8704.00,7670.50,9032.25,7459.83,10016.50,9240.00,8230.15,9701.36,12403.73,15769.06,20155555555.56,15399166666.67,15291507936.51,12408647540.98,11379222222.22,7034219712.53,8881785938.48,12794192334.25,13829744878.64,9018243044.45,11681494637.30,11250327988.05,10682045258.36,12257418326.07,13182979783.53,14803189092.70,17646503525.17,21457470202.78,26524538565.74,35822408611.56,45898948564.06,54526580231.56,49957202646.41,65633998265.39,57892238677.56,48243204173.78,51215344066.26,61731303935.22,64458521787.08,52804065669.91,45017179069.10,34522586970.00,32250448249.46,26110829190.40
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003.69,1058.98,1085.48,1122.14,1188.93,1210.06,1246.91,1246.48,1309.38,1245.23,1297.41,1339.55,1620.86,1863.40,2099.32,2830.39,2869.78,2938.05,3280.35,4084.88,4510.11,4095.89,4013.95,3569.36,3485.17,3818.94,5392.09,6487352282.67,6418419798.13,6366039352.62,7390967034.67,7255210700.98,7769817869.31,7367985694.79,5034588159.29,6326342962.93,6559712550.66,6041478436.08,6505607633.37,6632847740.27,6046725378.20,6539623162.80,7037368538.18,8810461468.01,10133399583.00,11069290804.09,11739446873.77,14005710262.36,16853991176.91,16145868284.56,16121314670.97,17814284622.17,17660871726.00,18918668644.19,19797254643.12,17774766636.05,19040312815.13,20996564751.60,23116699808.17,23306213742.36,24910904235.86
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704.76,764.63,826.24,917.61,894.16,974.65,1096.43,1238.04,1425.72,1659.90,1920.59,2263.79,2721.44,3696.21,5221.53,5633.67,6327.08,6618.59,7517.18,9296.92,11896.26,14175.23,16084.25,17784.11,19749.36,19156.53,18586.75,20919215578.21,25371462488.13,30465364738.62,36144336768.70,45466164978.29,52130263965.62,60603478153.24,73690847191.31,87810991957.10,96295886524.82,100124191810.35,85728310229.45,86284660766.96,96074477958.24,89794943349.89,92537752708.59,97645448283.78,115035498757.54,127807618360.97,148630373214.17,180941941477.01,193611986712.84,194152286008.94,239809387605.43,279351168707.27,295087220933.02,307576360584.99,314851156183.41,308004146057.61,318763807455.66,343337750742.27,375981539145.91,374386306993.11,339998477929.99
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.20,28.08,28.61,0.00,50.06,40.61,55.27,84.54,74.62,83.10,93.15,111.02,151.27,183.18,194.21,192.57,181.09,181.36,165.45,147.57,155243847.65,176710684.27,172684458.40,214726352.42,227641078.53,269116491.92,300843868.62,402868080.45,469479432.75,510598923.28,526514030.51,457679209.24,488001488.19,419933580.93,409435392.19,346431958.27,352522682.16,397611126.70,476898763.60,538668769.30,620230005.23,699157190.98,735940409.68,846797693.60,1049952233.26,1190994126.60,1284698922.23,1335538893.33,1307061543.71,1378551118.49,1483758906.61,1574599182.65,1570215577.36,1551245525.60
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322.01,327.83,342.72,348.55,371.85,359.38,375.48,348.80,329.86,408.69,434.41,419.55,465.38,575.23,648.59,679.34,594.90,691.78,960.73,1109.37,1100.69,1114.83,1295.36,995.10,1087.47,856.89,490.18,701307602.28,1055083945.38,932974411.92,649644826.80,779981458.92,679997997.60,768812334.80,911915970.68,870758739.41,941742152.71,850218033.62,672375927.35,669384768.87,635874002.20,1090467712.31,1253340519.53,1385810072.19,1448536630.88,1650494367.00,1885112201.85,2158496872.86,2505458705.03,2453899846.88,2578026297.16,2942546781.05,3801862611.36,4920343194.99,5015157815.73,4218723875.14,3674794530.19,3739577973.24,4085114794.22,4121733705.29,3865018882.90
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,877.72,929.52,976.20,1009.76,1049.40,1132.92,1186.12,1263.72,1442.32,1665.88,1884.12,2328.28,2941.64,3127.96,3463.64,3573.96,3437.20,3399.19,3506.35,3661.68,3800.37,3771.66,3958045800.00,4189880000.00,4372215300.00,4817542204.03,5252342400.00,5813399300.00,6680269200.00,7679384000.00,8921947100.00,9586327800.00,10221705900.00,10936669900.00,11284197000.00,11784927700.00,12282533600.00,12664190300.00,13243892200.00,13724810900.00,14698001400.00,15999886400.00,17011750900.00,17986890000.00,17601620000.00,18447920000.00,20283790000.00,21386150000.00,21990970000.00,22593460000.00,23438240000.00,24191430000.00,24979200000.00,26020850000.00,26896660000.00,24638720000.00
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1109098657.58,1005159388.24,1077413479.05,1168269230.77,1464326160.82,1723750000.00,1785847531.40,1908167105.76,2185874623.60,2393437820.42,2056126701.86,1881214370.94,1813752783.96,1604779647.95,1678841811.66,1673973694.70,1419394771.21,1468377272.14,1528630707.50,1655300872.53,1616369646.00,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,180.46,191.66,203.53,216.15,229.53,243.72,257.37,271.78,286.72,306.36,322.60,331.10,416.94,507.03,467.58,710.85,807.28,498.55,564.99,590.42,603.59,699.11,774.42,733.90,788.31,876.40,930.32,1009792724.40,1038291284.50,1092392963.20,917044228.01,,,,,,,,,,,,,,,,,,,,,,,3892402684.76,3963532302.47,4048860871.41,4198485403.88,4508845348.33,4720727283.20,4942319040.70,4917607582.23
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,16832598870.06,21818007448.79,25676487999.59,19457979423.38,19388663551.00,6875845986.52,12960538723.76,17120906918.35,22482365321.77,26141968161.09,27683225959.25,32482070360.32,43170990616.47,52194221468.50,45162894380.93,41819468691.83,49258136128.97,43309252921.06,48394239474.68,47062206677.65,39655958842.55,40692643373.03,44179055279.89,50640650221.46,51475016532.13,52960134078.69
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,29241.26,30384.23,32919.57,37715.83,36833.20,41025.83,44266.61,43761.55,46794.43,53510.60,62967.23,64038.86,72348.85,92565.58,120711.00,133284.12,144441.85,158941.00,175894.49,211468.17,266508.14,371503.60,341915.31,297838.78,260208.73,246877.40,254372.19,289604225231.58,297350985907.65,295730160792.42,333421558193.77,337177340689.56,337422829976.12,316212804074.65,308559164974.90,358165179681.26,369334786066.03,383076641984.51,370689205935.47,375045435107.25,400051876330.83,381998011477.48,416443375025.63,521682838646.60,648725839889.24,770647337705.16,914823726957.54,1061798789210.66,1218500940324.49,1161020295997.85,1383032723160.15,1553736832741.49,1629296447405.67,1734551914589.04,1802336897655.55,1649604920994.31,1540908583710.70,1641164325953.98,1720300618616.64,1768461055198.11,1684508652005.79
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,14586253383.06,12231264525.07,14602072410.95,14907308932.75,11931472169.49,18426469016.95,13962212847.46,11997800760.22,,,,,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,29252.65,30395.08,32931.41,37728.78,36847.82,41040.42,44281.92,43777.10,46809.19,53525.36,62983.60,64059.01,72377.99,92600.34,120750.88,133328.36,144487.03,159001.89,175977.25,211594.17,266652.79,371652.26,342057.62,297981.11,260356.85,247043.97,254578.58,289852080895.95,297633909425.22,296034138278.01,333789228166.84,337550839962.08,337857314045.40,316689304368.08,309048783550.60,358676203701.14,369840419163.51,383642898554.19,371301751582.43,375672761692.05,400670617745.59,382624426175.66,417145670024.17,522392335561.65,649569376718.44,771570433818.66,915843911815.12,1062834816812.04,1219468115408.05,1161867602868.66,1384002515295.20,1554802475477.04,1630356351771.74,1735880177198.15,1803680014727.28,1650982515526.50,1542336352205.24,1642690038817.99,1721887825085.79,1770043307715.18,1685631629892.34
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7870.90,8855.14,10432.91,13001.92,20197.14,22992.09,26245.54,29804.16,32044.11,39766.62,52916.82,54679.73,54420.72,52648.96,52165.70,50246.18,49316.42,56331277123.30,62034553942.51,64538395989.41,74731369787.08,76315696281.46,81194076667.19,80088184749.36,84281085404.75,95864965823.50,101905977066.34,108970696260.42,108823870525.20,116637740556.34,129070067461.57,129583662730.11,138664470849.80,165862880940.71,199638910298.86,237857173627.78,277053160681.70,332115301519.80,400006342131.40,342636410177.14,393723893848.64,474540529178.67,494601957444.13,514362887783.04,530641145406.20,453038080061.14,445590885972.13,481184707055.39,529116349460.76,520736446922.87,455343539194.36
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,75951210.69,85171308.17,102085583.47,114582561.63,136450274.67,142775597.26,149146423.08,188021190.59,187820464.57,196652514.27,231489270.14,250680845.75,300554483.61,346528329.18,316066072.34,345495614.98,375614126.19,412253809.73,427425039.68,472914469.92
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99.65,107.70,116.15,125.95,134.40,154.15,190.35,220.70,241.35,259.65,274.90,301.00,311.95,339.45,409.85,465.50,505.50,641.50,735.50,782.50,795.00,889.00,915.00,883.50,864.00,873.00,891.00,980000000.00,1161000000.00,542600000.00,388400000.00,448100000.00,404600000.00,428764705.88,605492537.31,691590497.74,861411471.32,926422500.00,1110850000.00,886290697.67,947671969.70,834279357.80,1093574468.09,1274190311.42,1484092538.41,1793388732.29,2626380435.18,2936612021.86,3532969034.61,3875409836.07,4368398047.64,4422276621.79,4980000000.00,5145757575.76,5240606060.61,5126291450.82,3317438910.83,3591623596.03,3996247906.20,4221373022.26,3807922874.48
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,12747380650.08,14272201755.47,15495514296.80,16520676973.53,20162936291.38,25840146405.23,27925036755.39,27706028095.62,29856000671.22,30453383763.05,29169953012.71,30752150335.57,35130340673.82,46816589164.79,57332015147.75,62785305310.28,70708098105.63,86454081576.79,100469509301.30,89046289247.01,90310718349.02,99122802874.17,94534730680.60,98848641554.63,101189715749.37,88467555243.73,89655253976.43,95209466459.44,105474651206.56,105119160234.12,104574146248.36
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,21352224019.41,21507232648.73,20763101740.70,22146231967.69,22711384311.14,20289627636.68,20876309970.39,23489890274.31,29634713641.10,34414784504.24,36206395970.65,39481045038.26,48006372844.24,55552509154.83,50368056404.56,48161250405.25,51516366654.82,46580457470.28,48401896808.31,49930685013.46,43090173394.69,44736333522.45,48466592281.62,54135187443.81,54174227308.89,52880473699.88
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15822.59,17212.69,18667.25,20204.87,22532.42,24795.50,26971.49,29276.00,31066.82,33738.10,38092.45,41566.41,48954.15,59404.97,66013.34,82885.40,89362.07,94468.74,104442.35,123386.41,142092.07,129686.94,114380.56,105014.36,109201.36,114123.54,150498.06,183009638350.89,206986674500.59,217948315624.56,261846194498.89,274229034311.70,284321115594.63,212953336588.12,229033566614.83,267305875261.10,291743811512.08,268146144677.73,270809066780.71,274072182416.73,262835454366.86,242395852494.41,266849061835.66,334337212322.08,385118044877.47,392218088878.78,423093437423.76,491252589217.02,517706149201.20,436537014293.55,495812558843.31,574094112972.73,552483727282.80,586841821796.89,581964017237.10,505103781349.76,515654671469.55,541018749769.10,555455371487.09,531283304459.67,537609865719.02
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35.08,43.03,45.93,54.13,64.98,70.28,76.86,74.76,79.80,105.42,112.14,136.47,146.74,221.90,264.31,288.30,272.54,304.05,340.62,412.09,542.00,570.76,537.58,555.34,494.48,360.08,449.15,584135559.92,692016714.32,696915430.66,1114703088.16,1156141998.33,1284766234.22,1357206995.75,1419293455.00,1698982437.76,1602760100.48,1716699913.19,1576904292.46,1547884442.26,1738100853.05,1542477355.36,1432228172.70,2197612767.20,2770082822.47,3178126554.81,3291353806.39,3469363925.40,3294093364.16,3580417161.33,4438778547.23,4820499497.32,4886658806.33,4597702903.13,4422304974.80,4062660889.83,3816018484.53,4402972999.53,4665424249.06,4471598726.64,3962493092.99
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,936089385.47,985865921.79,1022905027.93,1245251396.65,1253072625.70,1263687150.84,1191620111.73,1185474860.34,,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12.01,11.59,12.64,13.92,15.39,15.60,16.44,16.63,16.07,16.45,18.43,21.97,30.65,36.90,43.13,47.80,49.28,64.53,85.55,127.26,147.36,154.90,147.91,146.71,151.31,168.89,207.85,249267039.78,283828769.03,304832867.39,368584758.94,374359556.08,433667193.81,473916819.45,486451204.56,508221508.22,503068472.20,562958836.52,608369282.23,622985493.68,614879764.78,622262057.19,697518248.18,705704816.04,839319927.27,919103254.55,1016418229.25,1033561654.06,967199593.96,847397850.09,969936525.30,1065826669.90,1060226125.63,1328157608.83,1343007845.04,1377495054.04,1426651768.82,1524486800.36,1586008999.75,1581380268.64,1124937500.00
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857.70,945.24,1110.57,1200.45,1339.49,1472.04,1342.29,1580.23,1753.75,2245.01,2140.38,2589.85,3059.68,3239.49,5159.56,6826.98,7633.53,7696.01,9275.20,9929.68,13062.42,15518.20,16298.91,17589.18,17503.08,16403.54,13293.21,11356215712.93,10577042354.80,9853396225.59,12308624283.98,12981833333.33,13253565898.96,13695962019.21,10122020000.00,11396706586.83,13789560878.24,14505233968.87,15200846138.46,15873875968.99,19325894913.13,21099833783.50,21582248881.66,21828144686.04,25086930693.07,28858965517.24,33332844574.78,40405006007.21,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,358744800.00,366707900.00,409753600.00,485598800.00,578645800.00,721891500.00,773489700.00,862683600.00,703175800.00,686787800.00,728789600.00,727161000.00,754238000.00,841070000.00,942070000.00,1032452000.00,1022365000.00,1113178000.00,1197415000.00,924583000.00
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313.58,333.98,357.64,371.77,392.25,416.93,432.79,449.83,453.98,471.64,469.27,501.87,585.43,647.20,652.53,864.60,866.04,935.36,1113.92,1004.32,1033.00,876.94,834.37,832.42,919.10,1033.07,1067.83,1163426850.65,1482597298.89,1433686309.84,1738605558.05,1877138041.64,1881847676.81,1463251055.40,1179837954.72,1445919969.89,1607345450.05,1544689502.82,1744794457.28,1534673583.25,1388506726.62,1710843360.65,1997005786.54,2742815194.55,4422855929.21,6649307057.03,7428701809.41,8650138068.63,10393834720.85,9290728773.36,10668102734.81,12172309522.62,12367363677.62,12953535495.88,13940768065.61,10950392219.91,10097778353.77,10000395242.15,11239167048.49,11314951342.78,10093118570.29
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,80063.32,70281.71,64403.20,69739.73,80856.11,94360.65,103298.97,100093.45,101027.30,113443.01,126459.05,135994.57,154280.19,194246.64,219146.76,246367.76,250064.92,288969.56,279753.21,324043.22,373919.97,399009.26,418757.48,439400.18,476921.95,522670.94,521195.76,514745443583.73,570876791477.75,616975622648.54,661340614413.77,717738764935.72,804295538188.58,882996421853.34,1062251487062.28,1311112210564.58,1505947433624.01,1559873264355.89,1429685178776.19,1572685812139.22,1729893674618.34,1842766054342.46,2042817041063.92,2309582280564.94,2677980213074.93,3102503674351.97,3738297475552.52,4731241012333.93,5979036789716.26,6488689382331.72,7861457204525.05,9595886477860.35,10700265350899.50,11810748348156.10,12731309124373.70,13261565445436.80,13543999977309.30,14805913863912.20,16555121218015.40,17123379371247.20,17420835248019.90
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,968922185616.30,940677348421.33,999752159769.98,995489432439.34,937920972048.04,932594484164.98,838268079013.47,924108481800.97,951055222940.69,980879739342.57,948276155275.50,821984510217.34,893552998995.38,909476405002.11,1022113194337.31,1256700095891.63,1627208967045.54,2037423407652.28,2463509710128.21,3167472571546.19,3920746018958.49,3110436844741.06,3651038750248.76,4434404725514.62,4629809465599.21,4909012768810.51,4641860872954.00,3622133037888.20,3485628799867.33,3908898637610.25,4070373079777.92,4148183187257.79,3868307068397.35
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,121.13,126.40,132.24,143.26,166.10,187.30,216.14,231.71,241.96,267.73,253.98,286.54,335.68,406.48,560.44,617.32,619.38,777.44,824.26,891.78,1136.41,962.35,821.65,765.75,718.15,762.36,1060.91,1249099130.02,1378847487.41,1352949662.75,1628427515.42,1602299862.92,1692959110.18,1233496846.33,982624324.51,1309382885.33,1465448290.34,1498950899.09,1587345950.97,1576672791.65,1491891107.96,1482437752.06,1706698099.45,2115836353.12,2259992642.29,2281482855.47,2351584608.41,2662612348.44,3323677130.04,3379258564.97,3429461495.41,3872459249.75,3873308389.30,4321655656.33,4574986536.91,4180866177.04,6031632168.17,6395472574.41,7112200725.00,7220395247.74,7574635241.30
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760.75,3034.04,3308.91,3540.40,3889.13,4388.94,5279.23,5638.46,6081.01,6695.34,7086.54,7375.00,8177.88,10838.59,13703.00,14882.75,16985.21,19779.32,24006.57,27371.70,32353.44,34846.11,36589.80,40042.83,41797.59,38900.69,43096.75,50535438696.41,61667199834.74,72250877410.32,85343063965.92,98234695722.03,111452869378.47,128889318946.59,146683499005.96,169278753531.98,183035114648.40,150180619366.61,113675561057.46,126669064386.72,126392233706.79,120296476180.40,134300851255.00,152280677649.06,172895749632.05,189318549680.38,221758196504.94,262942476722.43,291382991177.70,281710416557.29,341104820155.46,370819140946.55,397558222957.17,420333203150.43,407339454060.68,401296437425.00,413366150655.59,456356961443.50,506611070188.36,544263968873.60,501794961925.24
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2629395852.12,1352000000.00,2156666666.67,1644325581.40,1518796992.48,1231040564.37,1043654822.34,921572114.53,1320242080.87,1086605267.41,860521119.30,1080768906.50,1221120798.81,1555301496.05,2076182460.87,2312327536.42,2830220713.07,3719506172.84,5161337336.40,4979481980.35,5642178579.58,6522732202.51,7633049792.09,8448469837.54,9112544556.06,8271454300.60,6992393787.41,7536439875.08,7765014424.34,8300784856.88,8194150301.79
