Country Name,Year,LowerSecondaryAttainment,UpperSecondaryAttainment,BachelorsAttainment,MastersAttainment,DoctoralAttainment,GDP_Millions,%_expenditure_gdp
Qatar,2016,67.49636078,41.01255035,18.88418961,1.435310006,0.4284600019,151732181857,3.11765345
Qatar,2017,68.00855255,41.30080032,19.0258007,1.462280035,0.4399099946,161099122215,2.86383009
Qatar,2018,75.40659253,43.45704165,20.24016719,1.48925006,0.45135999,183334953813,2.70750191
Qatar,2019,78.27381963,43.8408009,20.46777746,1.51622009,0.46280998,175837550996,2.50242615
Serbia,2010,85.63169098,63.66580963,10.52546373,1.45923969,0.30103058,41819468692,4.327809811
Serbia,2011,84.58573914,66.59641266,11.80171013,2.224519968,0.3468700051,49258136129,4.238359928
Serbia,2012,85.95820618,66.53957699,11.73690815,1.60945598,0.337468,43309252921,4.1223819
Serbia,2013,85.78730011,66.56281281,11.45818043,0.7617200017,0.2833099961,48394239475,4.0226763
Serbia,2014,86.7260437,68.57245636,12.6497097,1.496230006,0.4092099965,47062206678,3.926980019
Serbia,2015,88.64244843,70.89627838,13.58380985,1.869729996,0.3652099967,39655958843,3.789020061
Serbia,2016,89.490242,71.40995026,14.51091003,2.180660009,0.482039988,40692643373,3.640269995
Serbia,2017,89.79981995,71.63609314,14.89723969,2.175390005,0.3932299912,44179055280,3.715090036
Serbia,2018,90.43612671,73.32096415,15.37124141,2.06010487,0.44678027,50640650221,3.52414833
Serbia,2019,91.1824468,74.45119535,15.97696361,2.13521302,0.46499898,51475016532,3.42444274
Slovak Republic,2010,99.31311646,84.47290366,17.64821824,15.34876823,0.42923427,90310718349,3.98657577
Slovak Republic,2011,99.30960388,84.84931183,18.56543922,16.50371933,1.062469959,99122802874,3.929640055
Slovak Republic,2012,99.30277252,85.37905121,18.31116847,16.03089506,0.45986999,94534730681,3.8677001
Slovak Republic,2013,99.28269196,85.96087646,18.64264358,16.37195848,0.47518785,98848641555,4.076489925
Slovak Republic,2014,99.34426117,85.31761932,18.0583992,15.35604954,0.5481600165,101189715749,4.221360207
Slovak Republic,2015,99.27007294,86.68582916,18.92214966,16.52890015,0.6612600088,88467555244,4.599540234
Slovak Republic,2016,99.30355835,87.32021332,19.63664055,17.63311005,0.5299000144,89655253976,3.911710024
Slovak Republic,2017,99.28050232,87.07161713,20.68239021,18.56652069,0.6317499876,95209466459,3.939130068
Slovak Republic,2018,99.28501587,87.69410161,20.30001916,18.07727558,0.55177716,105474651207,4.16930154
Slovak Republic,2019,99.2815033,88.09675135,20.63149427,18.41833899,0.56709502,105119160234,4.19214227
Slovenia,2010,95.4296875,77.67381287,14.82502652,10.92594661,0.24646695,48161250405,5.545460224
Slovenia,2011,96.01802063,78.44616699,15.64617443,11.56185589,0.34603703,51516366655,5.541259766
Slovenia,2012,96.86898041,79.15782166,16.46732235,12.19776516,0.73854101,46580457470,5.620230198
Slovenia,2013,97.14840698,79.77964783,17.28847027,12.83367443,1.13104498,48401896808,5.405729771
Slovenia,2014,97.5927124,80.09108734,18.21730995,13.27260971,1.626549959,49930685013,5.291699886
Slovenia,2015,98.1699295,81.50327301,18.8235302,14.44443989,1.764709949,43090173395,4.909530163
Slovenia,2016,97.62046814,81.86884308,19.64331055,14.65443039,2.302239895,44736333522,4.801780224
Slovenia,2017,97.77278137,82.5606308,20.68120956,15.32231045,2.7557199,48466592282,4.783239841
Slovenia,2018,98.61839376,83.27813721,21.39420986,16.01322079,3.09356487,54137142149,4.63313035
Slovenia,2019,98.96078718,83.97657649,22.21535778,16.64913006,3.48606884,54178877606,4.4988557
Sweden,2010,87.07034302,77.61637878,20.62930945,9.68580979,1.09767004,495812558843,6.522689819
Sweden,2011,87.70394897,78.3214798,21.10301437,9.92142581,1.11874003,574094112973,6.366919994
Sweden,2012,88.33435822,79.00488281,21.57671928,10.15704183,1.13981003,552483727283,7.536970139
Sweden,2013,88.92723083,73.91673279,22.03985023,10.38317966,1.158910036,586841821797,7.611209869
Sweden,2014,89.47490692,74.47036743,22.53532028,10.63362026,1.183109999,581964017237,7.573729992
Sweden,2015,90.01940155,75.03375244,22.99884987,10.8662796,1.206359982,505103781350,7.443900108
Sweden,2016,90.54364777,75.55888367,23.47822952,11.11660004,1.221809983,515654671470,7.618619919
Sweden,2017,91.06703186,76.14595032,23.93692017,11.31976986,1.244910002,541018749769,7.568830013
Sweden,2018,91.70215089,74.35860334,24.41894875,11.57073794,1.26622998,555455371487,7.99097254
Sweden,2019,92.27093806,73.9363922,24.89265366,11.80635396,1.28729997,533879529188,8.14888671
Switzerland,2010,95.79167175,82.45456696,30.22789003,16.69157361,2.9628733,603434493403,4.926050186
Switzerland,2011,95.86393738,82.35539246,31.57217027,17.09822208,2.956941,722038242135,4.969860077
Switzerland,2012,96.11672974,83.24146271,32.91645051,17.50487055,2.95100869,692109693987,5.033370018
Switzerland,2013,96.41698465,83.26387258,34.26073075,17.91151902,2.94507639,690274986000,5.03096843
Switzerland,2014,97.02065277,84.64385223,35.60501099,18.19875908,2.974410057,734396591037,5.051229954
Switzerland,2015,97.09393311,85.19001007,36.94929123,19.01053047,2.900170088,702149580771,5.100570202
Switzerland,2016,96.8901825,84.53691101,38.29357147,18.94170952,2.906310081,695600652899,5.104730129
Switzerland,2017,97.17176321,85.45422996,39.63785171,19.53811291,2.92134718,722434605000,5.14744272
Switzerland,2018,97.08525848,85.68177032,40.98213195,19.96821022,2.934159994,735889205256,5.17656129
Switzerland,2019,97.54915249,86.33037291,42.32641219,20.35140986,2.90948257,731767398053,5.20567986
Turkey,2010,46.58588028,29.98638916,take reference from BNG,1.01375995,0.27965003,776992599947,4.484
United States,2010,94.76950073,87.14940643,29.31551433,10.55785306,1.4481322,14992052727000,4.83897925
United States,2011,94.90273285,87.59088898,30.00673763,10.8733059,1.51711908,15542581104000,4.86966944
United States,2012,94.98448944,87.67910004,30.69796093,11.18875875,1.58610597,16197007349000,4.90035963
United States,2013,95.20452881,88.1503067,31.66065979,11.56643963,1.677160025,16784849196000,4.931049824
United States,2014,95.26347351,88.31358337,31.9557991,11.76535988,1.76947999,17527163695000,4.961740017
United States,2015,95.33496857,88.41197205,32.50075912,11.99485016,1.701310039,18238300569000,4.99243021
United States,2016,95.58524323,89.09236145,33.43968964,12.61400986,1.85371995,18745075687000,5.0231204
United States,2017,95.7628222,89.34070329,34.15407743,12.76602298,1.93104039,19542979183000,5.0538106
United States,2018,96.02937317,89.80535889,34.99246979,13.05037975,2.032649994,20611860934000,5.08450079
United States,2019,96.06121238,89.97275132,35.53652403,13.39692867,2.06901416,21433224697000,5.11519098
Uruguay,2010,49.49821091,27.17359924,4.52546968,1.07828393,0.06111000106,40284481652,4.24603287
Uruguay,2011,51.21221924,27.01845932,5.47178942,1.19897564,0.06111000106,47962439304,4.355269909
Uruguay,2012,52.46094894,27.54371071,6.41810916,1.31966736,0.06111000106,51264390116,4.42949908
Uruguay,2013,52.31441116,27.57889938,7.197599888,1.406010032,0.06111000106,57531233351,4.52123218
Uruguay,2014,53.38447952,28.4531498,7.408420086,1.632500052,0.06111000106,57236013086,4.61296528
Uruguay,2015,54.10314178,28.74776077,10.50245953,1.70333004,0.06111000106,53274304222,4.70469838
Uruguay,2016,54.9455986,28.74780083,10.46405983,1.719849944,0.06111000106,57236652490,4.75909996
Uruguay,2017,56.03147888,30.01844025,11.33565044,1.909479976,0.06111000106,64233966861,4.840300083
Uruguay,2018,56.83214188,30.44119072,11.47317982,2.081360102,0.06111000106,64515038268,5.047589779
Uruguay,2019,57.63292005,30.55094709,13.04234737,2.16450936,0.06111000106,61231149881,5.07163079
West Bank and Gaza,2010,52.6599617,34.95087051,14.37757151,1.55423925,0.28441378,9681500000,6.725470066
West Bank and Gaza,2011,54.26387024,36.35604858,14.94553929,1.56618978,0.27643959,11186100000,5.702700138
West Bank and Gaza,2012,56.69453049,38.02421188,15.51350706,1.57814031,0.26846541,12208400000,5.132679939
West Bank and Gaza,2013,58.02111816,38.50714874,16.25624084,1.652160048,0.3120900095,13515500000,5.302499771
West Bank and Gaza,2014,58.7723999,37.9565506,16.5991497,1.565189958,0.2265699953,13989700000,5.46135558
West Bank and Gaza,2015,60.39899826,39.02186966,17.12458992,1.604140043,0.210679993,13972400000,5.141359806
West Bank and Gaza,2016,61.10198975,39.63560867,17.58827972,1.559249997,0.2102600038,15405400000,5.717730045
West Bank and Gaza,2017,62.97631655,41.11679476,18.35334595,1.57814031,0.22859446,15789169600,5.05236718
West Bank and Gaza,2018,64.24536896,42.60168839,19.08675957,1.701169968,0.2551400065,16276600000,4.91603771
West Bank and Gaza,2019,65.76537544,42.73756225,19.4892815,1.66179402,0.21264608,17133500000,4.77970825
